name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,track_id,genres
Blood Brothers,Infest,Papa Roach,2001-04-25,213866,62,0.475,0.000277,0.958,2.2e-06,0.432,-3.322,0.0581,169.16,4,2Ll44WxlG2eiqL6NtEnf8M,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
No Apologies,Ego Trip,Papa Roach,2022-04-08,188139,62,0.507,0.00032,0.943,2.63e-05,0.417,-3.215,0.0576,93.024,4,3tOsMX89CIiuf2x2n5EQyb,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Kill The Noise,Ego Trip,Papa Roach,2022-04-08,188127,62,0.533,0.000428,0.865,8.83e-05,0.283,-5.469,0.0601,94.969,4,2DyDyOW1hRYFFaMhBCAHJ9,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
She Loves Me Not,lovehatetragedy,Papa Roach,2002-01-01,209572,61,0.598,0.00122,0.955,0.0,0.243,-4.52,0.0916,119.126,4,1eRgyfyizDWISeS99kwLNC,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
LOS APARATOS,LOS APARATOS,El Alfa,2022-08-03,232843,83,0.868,0.0509,0.878,0.00052,0.0857,-3.294,0.038,112.987,4,4SSbtLDkepeOHAckM1FCBP,"['dembow', 'rap dominicano', 'reggaeton', 'trap latino']"
La Romana,X 100PRE,Bad Bunny,2018-12-23,300579,77,0.655,0.0327,0.725,0.00264,0.0611,-5.497,0.188,125.8,4,1khmgu0pveJbkbpbkyvcQv,"['reggaeton', 'trap latino']"
Gogo Dance,Sabiduria,El Alfa,2022-04-07,173389,77,0.596,0.12,0.868,0.518,0.0514,-4.95,0.161,118.02,4,6riuMNiPqRmE4LPJZGzIuv,"['dembow', 'rap dominicano', 'reggaeton', 'trap latino']"
La Mamá de la Mamá,La Mamá de la Mamá,El Alfa,2021-04-08,219000,73,0.922,0.283,0.927,0.00331,0.719,-3.025,0.105,129.978,4,2L95U6syP0bV3fkYYOzmiW,"['dembow', 'rap dominicano', 'reggaeton', 'trap latino']"
No Confío,Emociones,Jay Wheeler,2022-08-19,213000,70,0.927,0.123,0.551,0.00269,0.115,-7.704,0.0986,119.982,4,2UieOcTk0Kl4bzLVBW4oVj,"['reggaeton', 'trap latino']"
BEBÉ,Mis Manos,Camilo,2021-03-04,197284,69,0.862,0.476,0.72,0.0,0.0543,-4.155,0.0361,129.993,4,4uUG5RXrOk84mYEfFvj3cK,"['colombian pop', 'reggaeton colombiano']"
Chu Chu Pamela,Chu Chu Pamela,El Alfa,2022-06-21,177214,70,0.893,0.0718,0.871,0.5,0.056,-4.316,0.0734,115.995,4,14pr9SjxdNW8ZGU9GdZGLh,"['dembow', 'rap dominicano', 'reggaeton', 'trap latino']"
4K,4K,El Alfa,2020-03-12,201500,69,0.925,0.355,0.9,0.00608,0.124,-4.361,0.143,120.031,4,4xI3U4sDj1TPmO9Iz5TkYp,"['dembow', 'rap dominicano', 'reggaeton', 'trap latino']"
Trap (feat. Lil Baby),Ghetto Lenny's Love Songs,SAINt JHN,2019-08-23,184699,68,0.791,0.0849,0.839,0.0,0.193,-2.887,0.0424,116.991,4,2Y8hY4rRRQQjdaZkkwzpd9,"['melodic rap', 'rap', 'slap house']"
The Best Part of Life,The Best Part of Life,SAINt JHN,2021-12-17,196873,66,0.393,0.0676,0.724,0.0,0.205,-5.54,0.0825,89.684,5,0kUz4NuENHYVUChlthlNaB,"['melodic rap', 'rap', 'slap house']"
Monica Lewinsky (feat. A Boogie Wit da Hoodie),Ghetto Lenny's Love Songs,SAINt JHN,2019-08-23,200474,66,0.828,0.858,0.521,0.0,0.13,-5.583,0.137,106.009,4,4hTErxf8ZqFNGH0hZqEoAI,"['melodic rap', 'rap', 'slap house']"
BROWN SKIN GIRL,The Lion King: The Gift,Beyoncé,2019-07-19,248472,64,0.603,0.049,0.602,0.0,0.279,-7.083,0.23,119.703,5,0B3FovCVaGKS5w1FTidEUP,"['dance pop', 'pop', 'r&b']"
Roses,Collection One,SAINt JHN,2018-03-30,173610,63,0.782,0.342,0.5,1.88e-05,0.133,-6.473,0.0611,102.008,4,6bUNEbXT7HovLW6BgPCBsb,"['melodic rap', 'rap', 'slap house']"
94 Bentley,Ghetto Lenny's Love Songs,SAINt JHN,2019-08-23,169405,61,0.706,0.0792,0.558,0.0,0.162,-5.253,0.0525,112.975,4,691df0fYjhhszUgQH3FGvP,"['melodic rap', 'rap', 'slap house']"
Reflex,Collection One,SAINt JHN,2018-03-30,241841,61,0.693,0.139,0.494,0.000187,0.111,-7.252,0.108,135.022,4,2HhJ0b1AwX5Vgcnf3zzx1p,"['melodic rap', 'rap', 'slap house']"
Just For Me (with SZA) - Space Jam: A New Legacy,Just For Me (Space Jam: A New Legacy),SAINt JHN,2021-06-11,217394,60,0.699,0.289,0.689,1.62e-05,0.238,-4.336,0.0581,98.95,4,3B5yl01KF06NkYG39BdTBa,"['melodic rap', 'rap', 'slap house']"
Poland,Poland,Lil Yachty,2022-10-11,83200,82,0.695,0.141,0.555,0.826,0.11,-8.5,0.0509,150.024,4,74loibzxXRL875X20kenvk,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']"
Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,2018-10-19,166343,73,0.721,0.317,0.508,0.0,0.153,-7.496,0.394,159.911,4,5R2rsbwCDXORX2tLfprRmM,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']"
NBAYOUNGBOAT,Lil Boat 2,Lil Yachty,2018-03-09,139845,73,0.769,0.0515,0.807,0.0,0.111,-2.966,0.306,82.422,4,6K2anECyrckidwf5wxS78Q,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']"
One Night,Lil Boat,Lil Yachty,2016-07-05,243269,68,0.764,0.345,0.475,0.0,0.14,-12.618,0.114,129.974,4,40yJGQyEaBbIkXpwMFkXip,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']"
Coffin,Lil Boat 3.5,Lil Yachty,2020-11-27,89535,68,0.92,0.0241,0.547,1.45e-06,0.0998,-4.98,0.272,138.05,4,5vDNippoMr52KpXBO9b9KQ,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']"
Gucci Flip Flops (feat. Lil Yachty),15,Bhad Bhabie,2018-09-18,151850,66,0.82,0.0351,0.603,0.0159,0.122,-7.18,0.308,159.976,4,3hv6ndi7uFT9L9wrhQCsqY,"['rap', 'social media pop', 'trap queen', 'viral rap']"
Flex Up (feat. Future & Playboi Carti),Lil Boat 3.5,Lil Yachty,2020-11-27,170858,65,0.829,0.000523,0.667,0.000521,0.048,-5.366,0.166,160.082,4,5Ryu0SlsYjKh78RkJUONFr,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']"
Rocc Climbing (feat. Lil Yachty),Rocc Climbing (feat. Lil Yachty),Remble,2021-09-24,175877,65,0.832,0.316,0.656,2.13e-06,0.108,-7.492,0.375,100.032,4,5bBzkJE9BqYTL27webAUCw,['viral rap']
Get Dripped (feat. Playboi Carti),Nuthin' 2 Prove,Lil Yachty,2018-10-19,158769,64,0.95,0.105,0.489,0.0,0.411,-8.411,0.462,130.021,4,3m2aDCqn8eT5ElXDUiboGU,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']"
Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Boat 3,Lil Yachty,2020-05-29,205635,58,0.83,0.226,0.625,0.0,0.302,-3.678,0.0573,138.046,4,0LEFmgIj8ABU7CelzGh5Bs,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'viral rap']"
Don't Call Me Up,Ivy To Roses (Mixtape),Mabel,2019-01-18,178480,78,0.674,0.296,0.881,3.01e-06,0.0793,-2.853,0.147,98.994,4,5WHTFyqSii0lmT9R21abT8,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
I Wish (feat. Mabel),I Wish (feat. Mabel),Joel Corry,2021-10-29,181728,72,0.686,0.0896,0.856,0.0,0.0648,-2.717,0.0426,123.997,4,0YORgvqP1MotwCnDZzOwII,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']"
Mad Love,High Expectations,Mabel,2019-08-02,169813,66,0.623,0.659,0.796,0.0,0.115,-2.981,0.199,197.524,4,6ImEBuxsbuTowuHmg3Z2FO,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
West Ten (with Mabel),Flu Game,AJ Tracey,2021-04-16,214500,65,0.828,0.341,0.765,0.0,0.102,-6.553,0.0615,130.035,4,1kNUlYIquh3WpllRoTCRJR,"['grime', 'uk hip hop', 'ukg revival']"
Mad Love - Blinkie Remix,Mad Love (Remixes),Mabel,2019-07-05,200893,64,0.706,0.354,0.931,3.72e-06,0.146,-3.053,0.0456,123.012,4,5qiQbOa6AFEO3P111y9Jry,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
God Is A Dancer (with Mabel),God Is A Dancer (with Mabel),Tiësto,2019-09-20,168125,63,0.774,0.0241,0.747,6.11e-06,0.342,-3.908,0.082,119.964,4,6fenHIxXuuzKB55wY4WCHP,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Let Them Know,About Last Night...,Mabel,2022-07-15,148773,55,0.725,0.0121,0.864,0.0,0.0796,-5.601,0.0838,124.981,4,2lw3naleLuf81Si3tuFVak,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
Don't Call Me Up - R3HAB Remix,Don't Call Me Up (Remixes),Mabel,2019-02-22,153333,61,0.752,0.287,0.812,2.45e-05,0.0897,-4.41,0.183,108.05,4,0goj2jVaUvxQP2zsyt7Xol,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
Bubblegum Bitch,Electra Heart (Deluxe),MARINA,2012-04-30,154666,79,0.495,0.000219,0.856,0.0,0.103,-5.123,0.0311,158.024,4,6IbnUaczZBT34DhaD6S18F,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Primadonna,Electra Heart (Deluxe),MARINA,2012-04-30,221075,75,0.66,0.0884,0.689,0.0,0.0922,-2.671,0.0337,127.98,4,4sOX1nhpKwFWPvoMMExi3q,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Oh No!,The Family Jewels,MARINA,2010-02-15,182586,73,0.77,0.0539,0.896,0.0,0.243,-3.971,0.039,126.999,4,1vPBFWHQnKaDHr5wAT6szU,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
How to Be a Heartbreaker,Electra Heart (Deluxe),MARINA,2012-04-30,221493,71,0.69,0.0142,0.897,0.0,0.108,-4.696,0.0506,140.05,4,2sEk5R8ErGIFxbZ7rX6S2S,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Are You Satisfied?,The Family Jewels,MARINA,2010-02-15,198960,71,0.669,0.303,0.712,0.0,0.0755,-4.992,0.0412,124.009,4,6lKRMylSZMtA7EqPl0pcdI,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Ancient Dreams In A Modern Land,Ancient Dreams In A Modern Land,MARINA,2021-06-11,206080,70,0.578,0.0166,0.793,0.0,0.304,-5.002,0.0453,137.915,4,1R1ihosU2CSEaSw8e5ZF6E,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Hermit the Frog,The Family Jewels,MARINA,2010-02-15,215960,70,0.609,0.243,0.679,0.0,0.199,-4.545,0.0312,122.034,4,4Zcz6saEkOII3PlXd9gN3o,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Teen Idle,Electra Heart (Deluxe),MARINA,2012-04-30,254400,66,0.571,0.242,0.651,0.0,0.0938,-6.26,0.0349,121.202,4,5B8N5rPOmTVVGpuBMK2Vby,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Venus Fly Trap,Ancient Dreams In A Modern Land,MARINA,2021-06-11,158733,65,0.586,0.0883,0.856,1.73e-06,0.341,-4.392,0.0512,135.095,4,6h7AmUi3ghBeEfsZygAxOd,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Man's World,Ancient Dreams In A Modern Land,MARINA,2021-06-11,207226,64,0.496,0.401,0.709,0.0,0.0718,-5.684,0.0307,110.078,4,6qXM63MqfsATteIuCVMXvu,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']"
Experience,In A Time Lapse,Ludovico Einaudi,2013-01-01,315426,79,0.447,0.934,0.449,0.961,0.0697,-10.634,0.0376,92.468,4,1BncfTJAWxrsxyT9culBrj,"['bow pop', 'compositional ambient', 'neo-classical']"
Nuvole Bianche,Una Mattina,Ludovico Einaudi,2004-01-01,357706,73,0.191,0.961,0.0582,0.89,0.0941,-25.398,0.0578,132.614,1,3weNRklVDqb4Rr5MhKBR3D,"['bow pop', 'compositional ambient', 'neo-classical']"
Una Mattina,Una Mattina,Ludovico Einaudi,2004-01-01,203800,70,0.231,0.991,0.0297,0.878,0.0742,-31.544,0.0579,131.413,4,4wWMVBovH2Uwra0zNmFHCK,"['bow pop', 'compositional ambient', 'neo-classical']"
Wind Song,Underwater,Ludovico Einaudi,2022-01-21,198649,65,0.339,0.986,0.00572,0.923,0.103,-32.309,0.0378,72.7,3,48i1p3R9l9f7zjcHPJysZZ,"['bow pop', 'compositional ambient', 'neo-classical']"
Temple White,Underwater,Ludovico Einaudi,2022-01-21,264844,65,0.303,0.991,0.00958,0.953,0.109,-28.556,0.054,72.204,5,3cZ1HYnakMBrVJoWYshpwB,"['bow pop', 'compositional ambient', 'neo-classical']"
Natural Light,Underwater,Ludovico Einaudi,2022-01-21,335542,62,0.218,0.992,0.00352,0.951,0.139,-39.627,0.0515,68.61,4,2zM7Ato6xDOi8ten4qn7Cm,"['bow pop', 'compositional ambient', 'neo-classical']"
Luminous,Underwater,Ludovico Einaudi,2022-01-21,283280,63,0.307,0.992,0.00229,0.931,0.098,-34.977,0.0519,67.775,5,3KbmeqpwQMymXHdhzaAFms,"['bow pop', 'compositional ambient', 'neo-classical']"
Primavera,Divenire (Deluxe Edition),Ludovico Einaudi,2006-01-01,442400,62,0.231,0.965,0.206,0.856,0.17,-13.593,0.0332,141.628,3,4BMHp3DkI8VLsuB9Kr0pzu,"['bow pop', 'compositional ambient', 'neo-classical']"
Rolling Like A Ball,Underwater,Ludovico Einaudi,2022-01-21,257216,61,0.208,0.987,0.012,0.919,0.1,-29.933,0.0422,175.159,3,2XUU3QiIrgGu2Q5H33J3GF,"['bow pop', 'compositional ambient', 'neo-classical']"
Indian Yellow,Underwater,Ludovico Einaudi,2022-01-21,194789,61,0.263,0.995,0.009,0.946,0.0881,-35.193,0.0515,68.083,1,6j8KPn7rmbTwlkpEbHcrS1,"['bow pop', 'compositional ambient', 'neo-classical']"
THE SHADE,WHO CARES?,Rex Orange County,2022-03-11,181506,87,0.898,0.391,0.509,0.0,0.0876,-7.973,0.062,119.869,4,1gH1h30wkQdd9zhY3j7a8T,"['bedroom pop', 'pop']"
Pluto Projector,Pony,Rex Orange County,2019-10-25,267520,82,0.379,0.707,0.219,0.000691,0.118,-11.196,0.0307,79.786,4,4EWBhKf1fOFnyMtUzACXEc,"['bedroom pop', 'pop']"
AMAZING,WHO CARES?,Rex Orange County,2022-03-11,209200,81,0.719,0.279,0.461,0.0,0.0875,-8.191,0.0454,123.915,4,3OM6qQmdFV6uy61GIqpRtf,"['bedroom pop', 'pop']"
Best Friend,Best Friend,Rex Orange County,2017-01-25,262231,67,0.576,0.395,0.714,0.0,0.115,-5.247,0.0595,144.981,4,3rPtS4nfpy7PsARctAWpzd,"['bedroom pop', 'pop']"
Television / So Far So Good,Apricot Princess,Rex Orange County,2017-04-26,262600,65,0.403,0.592,0.505,0.0,0.121,-7.75,0.0463,164.902,4,27rZYxE4l21wTaovX4WTnI,"['bedroom pop', 'pop']"
Sunflower,Sunflower,Rex Orange County,2017-03-22,252230,64,0.548,0.646,0.765,0.00378,0.522,-4.463,0.0525,129.933,4,3KkXRkHbMCARz0aVfEt68P,"['bedroom pop', 'pop']"
Loving Is Easy,Loving Is Easy,Rex Orange County,2017-10-11,155720,62,0.756,0.217,0.609,0.00482,0.0959,-7.927,0.0544,117.024,4,7ASFZh1D0DPZro7UXUKGmd,"['bedroom pop', 'pop']"
Happiness,Apricot Princess,Rex Orange County,2017-04-26,279693,61,0.397,0.734,0.235,1.56e-06,0.161,-9.774,0.0335,105.192,3,35lxFAny9XDBkvE6r9j4uG,"['bedroom pop', 'pop']"
Corduroy Dreams,Bcos U Will Never B Free,Rex Orange County,2016-11-07,206974,59,0.609,0.653,0.305,0.0,0.103,-14.037,0.053,113.818,4,2ravLKGYnJWa7szKSBRTRJ,"['bedroom pop', 'pop']"
THREAT,THREAT,Rex Orange County,2022-08-09,170793,72,0.674,0.53,0.403,0.00446,0.111,-13.814,0.211,117.946,4,3mWUqIz228lrdC5ZSkpjUG,"['bedroom pop', 'pop']"
Skinny Love,Birdy,Birdy,2011-11-04,201080,72,0.379,0.952,0.29,0.00106,0.118,-8.485,0.051,166.467,4,3B3eOgLJSqPEA0RfboIQVM,['pop']
Not About Angels,Not About Angels,Birdy,2014-04-13,189475,71,0.405,0.964,0.111,4.37e-05,0.0872,-11.879,0.0369,116.86,4,5sF7hdYvhrcgNq8NZjfK8L,['pop']
Quietly Yours,Persuasion (Soundtrack from the Netflix Film),Birdy,2022-07-15,234156,68,0.442,0.838,0.355,0.003,0.114,-14.27,0.0574,154.223,4,7wRijQK8vRmGLK0RYW7Vr1,['pop']
Let It All Go,Wishes (Deluxe Version),RHODES,2015-09-18,280757,56,0.383,0.817,0.43,1.04e-06,0.0869,-8.644,0.0302,107.005,4,70K0ezmzYEZeqoSaZMyP7o,['uk pop']
Wings,Fire Within,Birdy,2013-09-16,252106,59,0.474,0.0831,0.707,0.0,0.162,-4.534,0.0253,83.235,4,16umSNZfofRpDqTvf8DIAo,['pop']
Deep End,Beautiful Lies,Birdy,2016-03-25,208840,55,0.455,0.761,0.296,0.0,0.0783,-8.513,0.0399,171.744,4,0Ls2AaWYmU2LRzWAmFdlkc,['pop']
People Help the People,Birdy,Birdy,2011-11-04,256236,65,0.407,0.778,0.308,1.46e-05,0.092,-9.001,0.0296,73.254,3,0YywjDvFudcaHG74NuWISy,['pop']
Tee Shirt - Soundtrack Version,Tee Shirt,Birdy,2014-05-13,159506,58,0.684,0.837,0.341,2.69e-05,0.0883,-9.497,0.0272,75.948,4,3C5in0EVdoGepp5bA6lhlE,['pop']
State Lines,State Lines,Hybrid Minds,2022-08-25,215172,58,0.553,0.0458,0.746,0.00162,0.128,-3.637,0.0369,86.949,4,7CoMBpPTwQi2wPT0U0Nr9b,['liquid funk']
Keeping Your Head Up,Beautiful Lies,Birdy,2016-03-25,208395,45,0.599,0.156,0.78,0.0,0.189,-5.033,0.0527,122.077,4,26uWcFPeunNydCH7rl7nyA,['pop']
Ms. Jackson,Stankonia,Outkast,2000-10-31,270506,83,0.843,0.143,0.806,0.0,0.0771,-5.946,0.269,94.948,4,0I3q5fE6wg7LIfHGngUTnV,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
Hey Ya!,Speakerboxxx/The Love Below,Outkast,2003,235213,82,0.727,0.103,0.974,0.000532,0.174,-2.261,0.0664,79.526,4,2PpruBYCo4H7WOBJ7Q2EwM,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
"So Fresh, So Clean",Stankonia,Outkast,2000-10-31,240026,73,0.725,0.0281,0.64,0.0,0.099,-7.905,0.332,166.028,3,6glsMWIMIxQ4BedzLqGVi4,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
Roses,Speakerboxxx/The Love Below,Outkast,2003,369573,72,0.751,0.0482,0.708,1.85e-05,0.107,-5.653,0.0545,108.97,4,6bUNEbXT7HovLW6BgPCBsb,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
ATLiens,ATLiens,Outkast,1996-08-27,230693,70,0.918,0.0296,0.734,8.01e-06,0.191,-2.832,0.269,97.044,4,2vfvGlqCB7oertO5VLE0sz,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
The Way You Move (feat. Sleepy Brown),Speakerboxxx/The Love Below,Outkast,2003,234000,69,0.871,0.126,0.597,0.000113,0.0638,-4.932,0.0464,125.999,4,5z7mYFfhw6N6f23VwrokJD,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
Rosa Parks,Aquemini,Outkast,1998-09-29,324373,67,0.792,0.105,0.701,0.0,0.761,-7.198,0.283,103.89,4,0shK5iZQppbHPQYiy60xs9,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
B.O.B. - Bombs Over Baghdad,Stankonia,Outkast,2000-10-31,304226,63,0.746,0.0555,0.978,4.11e-05,0.026,-5.324,0.0978,153.809,4,3WibbMr6canxRJXhNtAvLU,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
Da Art of Storytellin' (Pt. 1),Aquemini,Outkast,1998-09-29,222653,62,0.749,0.107,0.856,0.0,0.745,-5.833,0.235,103.773,4,1KQymTxNJfWk6vCD5ywKW2,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
Player's Ball,Southernplayalisticadillacmuzik,Outkast,1994-04-26,261266,60,0.857,0.0398,0.764,0.0,0.425,-6.304,0.246,93.071,4,1RXEb6UTxJ05RffnAWfUOE,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']"
Dueles,Un Besito Más,Jesse & Joy,2015-12-04,247640,79,0.531,0.277,0.834,0.0,0.131,-3.944,0.052,142.026,4,1iRvhKiXRElIH2Uf4gd95P,"['latin arena pop', 'latin pop', 'mexican pop']"
¡Corre!,¿Con Quién Se Queda El Perro?,Jesse & Joy,2011-12-06,288893,73,0.479,0.127,0.477,0.0,0.15,-6.886,0.0363,151.97,4,6Ro1yaANVwZmoREZa5P8Bz,"['latin arena pop', 'latin pop', 'mexican pop']"
La De La Mala Suerte,¿Con Quién Se Queda El Perro?,Jesse & Joy,2011-12-06,251146,72,0.545,0.0381,0.466,0.0,0.353,-6.659,0.0301,139.978,4,40qGH4aiVeaFW7qIPCyTVa,"['latin arena pop', 'latin pop', 'mexican pop']"
Llorar (feat. Mario Domm),¿Con Quién Se Queda El Perro? (Deluxe),Jesse & Joy,2012-02-21,225796,71,0.305,0.218,0.483,1.86e-05,0.112,-6.457,0.0323,169.655,3,7KffKVdLO4P8e4Yx8gDYgw,"['latin arena pop', 'latin pop', 'mexican pop']"
3 A.M.,3 A.M.,Jesse & Joy,2017-08-18,183573,71,0.702,0.0112,0.84,0.0,0.119,-3.547,0.0879,101.99,4,1YVhP58OOuJKDcwM7aO8K1,"['latin arena pop', 'latin pop', 'mexican pop']"
Ecos De Amor,Un Besito Más,Jesse & Joy,2015-12-04,215112,70,0.248,0.318,0.75,0.0,0.211,-2.964,0.0397,70.679,3,3lI5dscCDez8cF6LF3Me7F,"['latin arena pop', 'latin pop', 'mexican pop']"
Me Soltaste,Un Besito Más,Jesse & Joy,2015-12-04,229933,70,0.4,0.786,0.398,3.47e-06,0.333,-6.038,0.0385,111.661,4,02yD6Wmpx5kLAoXLQOnuEb,"['latin arena pop', 'latin pop', 'mexican pop']"
Te Esperé,Aire (Versión Día),Jesse & Joy,2020-05-08,216000,69,0.589,0.137,0.696,1.51e-06,0.226,-5.547,0.03,126.018,4,6W8Rl6LMWjCL17EvLlkyxc,"['latin arena pop', 'latin pop', 'mexican pop']"
Paredão Berra,Paredão Berra,Bruno & Barretto,2022-09-16,148022,71,0.771,0.518,0.849,1.6e-06,0.128,-3.754,0.101,142.002,4,2TiVlH9cN1bCYRuton8DCt,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Senta Danada,Senta Danada,Zé Felipe,2021-07-16,172621,68,0.746,0.251,0.743,0.0,0.0674,-3.349,0.0629,166.043,4,2R9IrE42Mw4zdUXAEFNiZL,"['arrocha', 'arrochadeira']"
Love Terremoto - Ao Vivo,"Resenha Preferida, Vol. 2 (Ao Vivo)",Os Barões Da Pisadinha,2022-08-03,148058,67,0.589,0.242,0.916,0.0,0.748,-1.965,0.0579,145.899,4,5fYMMUN5xPo77r9qiBH0A0,"['arrocha', 'forro', 'piseiro']"
Tá Rocheda,As Melhores 2018,Os Barões Da Pisadinha,2019-09-26,203075,65,0.775,0.589,0.886,7.71e-06,0.0991,-6.68,0.0476,172.013,4,3dPvQLKl42dMYWV4LWRTLK,"['arrocha', 'forro', 'piseiro']"
Romantizou,Romantizou,Os Barões Da Pisadinha,2022-03-17,154126,65,0.754,0.586,0.946,5.01e-06,0.0818,-2.011,0.0524,164.034,4,1KcLptSHclzzV3lI3RnN3f,"['arrocha', 'forro', 'piseiro']"
Nunca Vai Ser Eu,As Melhores 2018,Os Barões Da Pisadinha,2019-09-26,141688,64,0.721,0.4,0.798,0.0,0.0686,-6.726,0.0405,171.974,4,7hLMdZXOL5NpX7Lncqb8eo,"['arrocha', 'forro', 'piseiro']"
Unha de Gel,Respeita a Firma,Os Barões Da Pisadinha,2021-10-28,166400,63,0.753,0.673,0.806,0.0,0.244,-2.782,0.0436,156.026,4,0PH49SrRKOFVWF81PobhW6,"['arrocha', 'forro', 'piseiro']"
Não Que Eu Vá - Spotify Singles,Não Que Eu Vá - Spotify Singles,Os Barões Da Pisadinha,2022-01-26,142187,63,0.798,0.44,0.865,3.76e-05,0.224,-0.111,0.144,140.02,4,5fPBQtHOZYg1UioxFpOqPR,"['arrocha', 'forro', 'piseiro']"
Amor da Despedida,Amor da Despedida,Os Barões Da Pisadinha,2020-11-06,169773,63,0.533,0.324,0.915,0.0,0.0891,-2.337,0.047,167.927,4,0WlmiIK5qFQ4dAB4mCA4sI,"['arrocha', 'forro', 'piseiro']"
Esquema Preferido - Ao Vivo,Da Roça Pra Cidade (Ao Vivo),Os Barões Da Pisadinha,2021-08-25,201973,54,0.62,0.363,0.943,0.0,0.0705,-2.171,0.0435,167.945,4,35qOGx1CWvCkQFOv4BkVIV,"['arrocha', 'forro', 'piseiro']"
I'll Never Love Again - Film Version,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,281066,71,0.451,0.763,0.34,2.49e-06,0.135,-7.466,0.031,110.502,4,4A7EkKijzA4ryEoCRWJzdG,"['art pop', 'dance pop', 'pop']"
I Don't Know What Love Is,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,177293,59,0.421,0.348,0.535,0.000194,0.194,-6.556,0.0288,62.671,4,1EWKuMkjiVrHRoqAquXVfL,"['art pop', 'dance pop', 'pop']"
